date,item,model,units,rmse,smape,forecast_accuracy,bias,lower,upper
2022-09-05,Coffee,xrnn,216.90371704101562,11.516282958984362,5.172095048296599,94.9582860699657,-0.05309398619852468,200.83252818812818,232.97490589390307
2022-09-12,Coffee,xrnn,213.51156616210938,16.188433837890614,7.305059287180028,92.95235792865014,-0.0758199386051035,197.2000045454127,229.82312777880605
2022-09-19,Coffee,xrnn,210.2478790283203,5.652120971679693,2.652657093855475,97.3820653211303,-0.026883129560219432,193.30707415967993,227.1886838969607
2022-09-26,Coffee,xrnn,217.3011474609375,2.8488525390625057,1.3024780278199617,98.70594933497048,-0.013110158746743927,199.51180446812666,235.09049045374834
2022-10-03,Coffee,xrnn,223.1994171142578,2.2194171142578227,0.9993336155362256,98.99564797074042,0.009943651031676715,204.35076219573693,242.0480720327787
2022-10-10,Coffee,xrnn,215.87576293945312,1.2542370605468705,0.5793165670740735,99.42235662481146,-0.005809994801957652,196.53859588924806,235.2129299896582
2022-10-17,Coffee,xrnn,215.9640655517578,18.614065551757818,9.007225789380664,90.56799313313513,0.0861905683438654,196.26655046455522,235.6615806389604
2022-10-24,Coffee,xrnn,216.8700408935547,27.970040893554682,13.786153769243917,85.19320227974872,0.12897143735626948,197.098295696032,236.64178609107736
2022-10-31,Coffee,xrnn,218.94142150878906,46.61142150878905,23.825620245429562,72.95223030883244,0.21289448651413778,199.0231677141638,238.85967530341432
2022-11-07,Coffee,xrnn,215.39254760742188,39.76254760742188,20.33772622613191,77.36004805134552,0.18460502951055568,195.4679267640195,235.31716845082425
2022-11-14,Coffee,xrnn,215.5355682373047,46.705568237304675,24.302680623290883,72.33574113765049,0.2166954095756568,195.0621849641009,236.00895151050847
2022-11-21,Coffee,xrnn,215.97865295410156,60.20865295410155,32.39212972294767,61.34772231231845,0.2787713143432593,194.20940186879216,237.74790403941097
2022-11-28,Coffee,xrnn,217.58555603027344,53.18555603027343,27.84689378467406,67.64868854606239,0.2444351408274249,194.28117680757902,240.88993525296786
2022-12-05,Coffee,xrnn,218.5221405029297,56.442140502929675,29.65939205089426,65.1763693836811,0.25829026007629174,193.6742013461255,243.37007965973388
2022-12-12,Coffee,xrnn,216.03439331054688,58.304393310546885,31.198473880364492,63.035317751507705,0.2698847735172196,189.7263536882282,242.34243293286556
