date,item,model,units,rmse,smape,forecast_accuracy,bias,lower,upper
2022-12-12,Sugar,xrnn,20.30234718322754,0.6923471832275396,3.469338348101393,96.4694177295893,0.034101829555920116,18.100487102847286,22.504207263607793
2022-12-19,Sugar,xrnn,20.394821166992188,0.2748211669921865,1.3566450946898707,98.63408962727542,0.01347504666709054,18.170045437976714,22.61959689600766
2022-12-26,Sugar,xrnn,20.83678436279297,0.14321563720703168,0.6849672416918774,99.31737065201605,-0.006873212042389998,18.578712631052564,23.094856094533373
2023-01-02,Sugar,xrnn,20.829444885253906,0.7794448852539055,3.813382923578143,96.11249433788575,0.037420338830331024,18.56205255192684,23.096837218580973
2023-01-09,Sugar,xrnn,20.902833938598633,1.942833938598632,9.747595675667267,89.75298555591439,0.0929459586343957,18.61944176713227,23.186226110064997
2023-01-16,Sugar,xrnn,20.45199203491211,0.7319920349121105,3.6442904512973175,96.28807284527328,0.03579074515883729,18.15718039349959,22.746803676324628
2023-01-23,Sugar,xrnn,20.566261291503906,0.866261291503907,4.3026656248648845,95.60273456089388,0.042120504024801386,18.253405967954038,22.879116615053775
2023-01-30,Sugar,xrnn,20.936044692993164,0.08395530700683551,0.400206013799277,99.60059321119489,-0.00401008443753148,18.605481871761334,23.266607514224994
2023-02-06,Sugar,xrnn,21.246410369873047,0.053589630126953836,0.25191140526816547,99.74840549236171,-0.0025222910220610295,18.911257879701036,23.581562860045057
2023-02-13,Sugar,xrnn,20.668420791625977,0.8615792083740246,4.083466595247563,95.99823869775186,-0.04168577836982612,18.31718853451708,23.019653048734874
2023-02-20,Sugar,xrnn,20.239837646484375,1.1601623535156236,5.5723673246049525,94.5786805910485,-0.057320734176795174,17.914399537382767,22.565275755585983
2023-02-27,Sugar,xrnn,19.8101863861084,1.5098136138916018,7.341632735228922,92.91832263653095,-0.07621400346593088,17.495351822542727,22.12502094967407
2023-03-06,Sugar,xrnn,19.579721450805664,1.330278549194336,6.570944434925799,93.63807484842498,-0.06794164832920013,17.197762090996456,21.961680810614872
2023-03-13,Sugar,xrnn,19.02912712097168,2.1308728790283205,10.604225728089418,89.92971229192665,-0.11197953881341838,16.611333702588617,21.446920539354743
2023-03-20,Sugar,xrnn,18.77699851989746,1.9030014801025388,9.645951549725147,90.79786518325659,-0.10134747990132609,16.35342108905752,21.200575950737402
2023-03-27,Sugar,xrnn,19.09071159362793,1.7492884063720702,8.761618997299403,91.60610169687106,-0.09163034063936859,16.637879691298128,21.54354349595773
